Year,Month,Date,Calendar Date,P/E,P/B,DIV Yield,NAV,Week Day
2001,9,27,27/09/01,12.81,2.01,1.68,965.88,5
2001,9,28,28/09/01,13.16,2.06,1.64,991.77,6
2001,10,1,01/10/01,13.1,2.05,1.65,987.70,2
2001,10,3,03/10/01,12.95,2.03,1.67,976.36,4
2001,10,4,04/10/01,13.13,2.05,1.64,989.38,5
2001,10,5,05/10/01,13.17,2.06,1.64,992.58,6
2001,10,8,08/10/01,12.98,2.03,1.67,978.94,2
2001,10,9,09/10/01,13.14,2.06,1.65,990.61,3
2001,10,10,10/10/01,13.54,2.12,1.6,1020.62,4
2001,10,11,11/10/01,13.75,2.15,1.58,1036.41,5
2001,10,12,12/10/01,13.83,2.16,1.57,1042.38,6
2001,10,15,15/10/01,13.87,2.17,1.57,1045.64,2
2001,10,16,16/10/01,13.98,2.19,1.55,1054.16,3
2001,10,17,17/10/01,14.2,2.22,1.53,1070.44,4
2001,10,18,18/10/01,13.99,2.19,1.55,1055.03,5
2001,10,19,19/10/01,14.16,2.2,1.54,1060.02,6
2001,10,22,22/10/01,14.15,2.2,1.56,1059.93,2
2001,10,23,23/10/01,14.4,2.24,1.54,1078.17,3
2001,10,24,24/10/01,14.38,2.23,1.54,1076.00,4
2001,10,25,25/10/01,14.26,2.22,1.59,1067.68,5
2001,10,29,29/10/01,14.18,2.2,1.59,1061.44,2
2001,10,30,30/10/01,13.99,2.17,1.62,1045.91,3
2001,10,31,31/10/01,13.79,2.19,1.61,1055.47,4
2001,11,1,01/11/01,14.11,2.24,1.57,1079.47,5
2001,11,2,02/11/01,14.16,2.25,1.56,1083.38,6
2001,11,5,05/11/01,14.06,2.24,1.57,1076.27,2
2001,11,6,06/11/01,14.22,2.26,1.56,1088.05,3
2001,11,7,07/11/01,14.01,2.25,1.56,1072.41,4
2001,11,8,08/11/01,14.16,2.27,1.55,1083.49,5
2001,11,9,09/11/01,14.55,2.28,1.56,1090.38,6
2001,11,12,12/11/01,14.65,2.27,1.56,1097.97,2
2001,11,13,13/11/01,14.57,2.29,1.55,1091.99,3
2001,11,14,14/11/01,14.72,2.34,1.52,1103.29,4
2001,11,15,15/11/01,15.01,2.41,1.47,1124.90,5
2001,11,19,19/11/01,15.48,2.37,1.5,1160.17,2
2001,11,20,20/11/01,15.22,2.38,1.49,1140.67,3
2001,11,21,21/11/01,15.31,2.4,1.48,1147.35,4
2001,11,22,22/11/01,15.4,2.39,1.48,1153.97,5
2001,11,23,23/11/01,15.35,2.44,1.45,1150.23,6
2001,11,26,26/11/01,15.66,2.43,1.46,1173.69,2
2001,11,27,27/11/01,15.59,2.42,1.46,1168.75,3
2001,11,28,28/11/01,15.52,2.41,1.47,1163.04,4
2001,11,29,29/11/01,15.46,2.4,1.47,1159.08,5
2001,12,3,03/12/01,15.44,2.43,1.46,1157.18,2
2001,12,4,04/12/01,15.62,2.49,1.42,1170.54,3
2001,12,5,05/12/01,16.01,2.51,1.41,1199.70,4
2001,12,6,06/12/01,16.09,2.51,1.41,1206.11,5
2001,12,7,07/12/01,16.12,2.52,1.41,1208.12,6
2001,12,10,10/12/01,16.16,2.5,1.41,1211.32,2
2001,12,11,11/12/01,16.09,2.5,1.42,1205.84,3
2001,12,12,12/12/01,16.05,2.48,1.43,1203.07,4
2001,12,13,13/12/01,15.92,2.45,1.44,1193.40,5
2001,12,14,14/12/01,15.76,2.44,1.44,1181.56,6
2001,12,18,18/12/01,15.68,2.39,1.47,1175.53,3
2001,12,19,19/12/01,15.37,2.4,1.47,1152.13,4
2001,12,20,20/12/01,15.39,2.37,1.49,1153.49,5
2001,12,21,21/12/01,15.23,2.37,1.49,1141.38,6
2001,12,24,24/12/01,15.19,2.33,1.51,1138.82,2
2001,12,26,26/12/01,14.99,2.3,1.53,1123.35,4
2001,12,27,27/12/01,14.78,2.33,1.51,1107.87,5
2001,12,28,28/12/01,14.98,2.39,1.48,1122.86,6
2001,12,31,31/12/01,15.35,2.38,1.48,1150.28,2
2002,1,1,01/01/02,15.29,2.39,1.47,1146.21,3
2002,1,2,02/01/02,15.37,2.42,1.46,1152.13,4
2002,1,3,03/01/02,15.54,2.47,1.42,1164.62,5
2002,1,4,04/01/02,15.89,2.48,1.41,1190.63,6
2002,1,7,07/01/02,15.94,2.5,1.4,1194.92,2
2002,1,8,08/01/02,16.09,2.49,1.41,1205.51,3
2002,1,9,09/01/02,15.98,2.48,1.42,1197.80,4
2002,1,10,10/01/02,15.91,2.46,1.44,1192.87,5
2002,1,11,11/01/02,15.78,2.5,1.41,1182.39,6
2002,1,14,14/01/02,16.08,2.47,1.43,1205.47,2
2002,1,15,15/01/02,15.61,2.46,1.43,1188.47,3
2002,1,16,16/01/02,15.56,2.82,1.23,1184.29,4
2002,1,17,17/01/02,17.57,2.78,1.25,1204.82,5
2002,1,18,18/01/02,17.32,2.83,1.25,1187.38,6
2002,1,21,21/01/02,17.29,2.83,1.25,1185.43,2
2002,1,22,22/01/02,17.31,2.83,1.25,1187.06,3
2002,1,23,23/01/02,17.26,2.81,1.26,1183.31,4
2002,1,24,24/01/02,17.19,2.79,1.26,1178.86,5
2002,1,25,25/01/02,17.06,2.76,1.27,1173.21,6
2002,1,28,28/01/02,16.93,2.76,1.27,1163.70,2
2002,1,29,29/01/02,16.93,2.75,1.27,1164.03,3
2002,1,30,30/01/02,16.87,2.77,1.26,1159.47,4
2002,1,31,31/01/02,16.99,2.79,1.26,1168.10,5
2002,2,1,01/02/02,17.42,2.79,1.26,1175.19,6
2002,2,4,04/02/02,17.34,2.78,1.26,1170.03,2
2002,2,5,05/02/02,17.3,2.77,1.27,1167.15,3
2002,2,6,06/02/02,17.92,2.87,1.35,1210.81,4
2002,2,7,07/02/02,17.88,2.86,1.35,1207.93,5
2002,2,8,08/02/02,18.09,2.9,1.33,1222.39,6
2002,2,11,11/02/02,18.22,2.92,1.33,1230.88,2
2002,2,12,12/02/02,18.19,2.91,1.33,1228.65,3
2002,2,13,13/02/02,18.28,2.93,1.32,1234.74,4
2002,2,14,14/02/02,18.52,2.96,1.3,1250.95,5
2002,2,15,15/02/02,18.68,2.99,1.29,1261.88,6
2002,2,18,18/02/02,18.88,3.02,1.28,1275.92,2
2002,2,19,19/02/02,18.66,2.99,1.29,1260.74,3
2002,2,20,20/02/02,18.44,2.95,1.31,1246.65,4
2002,2,21,21/02/02,18.5,2.96,1.3,1250.90,5
2002,2,22,22/02/02,18.72,3,1.29,1265.75,6
2002,2,25,25/02/02,18.76,3,1.3,1268.01,2
2002,2,26,26/02/02,19.14,3.07,1.27,1294.07,3
2002,2,27,27/02/02,19.14,3.07,1.27,1293.85,4
2002,2,28,28/02/02,18.38,2.94,1.33,1242.55,5
2002,3,1,01/03/02,18.96,3.04,1.29,1281.66,6
2002,3,4,04/03/02,18.97,3.03,1.29,1280.96,2
2002,3,5,05/03/02,18.99,3.03,1.28,1282.21,3
2002,3,6,06/03/02,18.79,3.02,1.29,1275.79,4
2002,3,7,07/03/02,19.11,3.07,1.27,1298.04,5
2002,3,8,08/03/02,19.03,3.06,1.27,1292.16,6
2002,3,11,11/03/02,18.71,3.01,1.3,1270.62,2
2002,3,12,12/03/02,18.43,2.96,1.32,1251.69,3
2002,3,13,13/03/02,18.54,2.98,1.31,1258.87,4
2002,3,14,14/03/02,18.58,2.99,1.31,1261.48,5
2002,3,15,15/03/02,18.74,3.01,1.29,1272.69,6
2002,3,18,18/03/02,18.73,3.01,1.29,1272.20,2
2002,3,19,19/03/02,18.46,2.97,1.31,1253.54,3
2002,3,20,20/03/02,18.51,2.98,1.31,1257.29,4
2002,3,21,21/03/02,18.33,2.95,1.32,1244.89,5
2002,3,22,22/03/02,18.24,2.93,1.33,1238.63,6
2002,3,26,26/03/02,17.99,2.89,1.35,1221.88,3
2002,3,27,27/03/02,18,2.89,1.35,1222.20,4
2002,3,28,28/03/02,18.1,2.91,1.34,1228.95,5
2002,4,1,01/04/02,18.25,2.93,1.33,1239.18,2
2002,4,2,02/04/02,18.22,2.93,1.33,1237.00,3
2002,4,3,03/04/02,18,2.89,1.35,1222.43,4
2002,4,4,04/04/02,18.36,2.95,1.33,1246.94,5
2002,4,5,05/04/02,18.3,2.94,1.21,1242.64,6
2002,4,8,08/04/02,17.91,2.9,1.38,1237.12,2
2002,4,9,09/04/02,17.78,2.88,1.39,1227.80,3
2002,4,10,10/04/02,18.01,2.91,1.37,1240.66,4
2002,4,11,11/04/02,18.09,2.93,1.36,1246.22,5
2002,4,12,12/04/02,18.14,2.93,1.36,1249.38,6
2002,4,15,15/04/02,17.94,2.9,1.37,1235.92,2
2002,4,16,16/04/02,17.7,2.86,1.39,1219.14,3
2002,4,17,17/04/02,17.8,2.88,1.38,1226.06,4
2002,4,18,18/04/02,18.49,2.94,1.38,1230.31,5
2002,4,19,19/04/02,18.02,2.86,1.42,1199.03,6
2002,4,22,22/04/02,18.02,2.87,1.41,1203.23,2
2002,4,23,23/04/02,18.05,2.88,1.41,1205.25,3
2002,4,24,24/04/02,18.16,2.86,1.4,1210.26,4
2002,4,25,25/04/02,17.85,2.82,1.42,1192.50,5
2002,4,26,26/04/02,17.9,2.83,1.41,1195.87,6
2002,4,29,29/04/02,17.69,2.8,1.44,1170.59,2
2002,4,30,30/04/02,17.86,2.83,1.42,1181.82,3
2002,5,2,02/05/02,18.08,2.93,1.41,1191.41,5
2002,5,3,03/05/02,18.04,2.8,1.38,1195.38,6
2002,5,6,06/05/02,18.1,2.81,1.38,1199.74,2
2002,5,7,07/05/02,18.26,2.84,1.39,1210.60,3
2002,5,8,08/05/02,18.38,2.86,1.38,1218.12,4
2002,5,9,09/05/02,18.54,2.88,1.37,1229.02,5
2002,5,10,10/05/02,18.36,2.85,1.36,1216.81,6
2002,5,13,13/05/02,18.16,2.86,1.36,1220.35,2
2002,5,14,14/05/02,17.99,2.84,1.36,1215.39,3
2002,5,15,15/05/02,17.87,2.82,1.37,1207.44,4
2002,5,16,16/05/02,17.63,2.78,1.39,1191.09,5
2002,5,17,17/05/02,17.49,2.81,1.39,1188.74,6
2002,5,20,20/05/02,17.23,2.76,1.41,1170.98,2
2002,5,21,21/05/02,16.82,2.7,1.47,1143.83,3
2002,5,22,22/05/02,16.6,2.73,1.47,1139.57,4
2002,5,23,23/05/02,16.31,2.68,1.5,1119.35,5
2002,5,24,24/05/02,16.95,2.79,1.32,1163.31,6
2002,5,27,27/05/02,16.88,2.78,1.33,1158.62,2
2002,5,28,28/05/02,16.49,2.71,1.41,1132.50,3
2002,5,29,29/05/02,16.54,2.72,1.44,1136.59,4
2002,5,30,30/05/02,16.72,2.81,1.48,1126.51,5
2002,5,31,31/05/02,16.19,3.07,1.39,1122.86,6
2002,6,3,03/06/02,16.39,3.11,1.39,1134.92,2
2002,6,4,04/06/02,16.48,3.13,1.38,1141.09,3
2002,6,5,05/06/02,16.78,3.19,1.36,1161.61,4
2002,6,6,06/06/02,16.42,3.21,1.36,1161.78,5
2002,6,7,07/06/02,16.18,3.16,1.38,1144.80,6
2002,6,10,10/06/02,16.51,3.23,1.35,1167.83,2
2002,6,11,11/06/02,16.93,3.31,1.35,1197.85,3
2002,6,12,12/06/02,16.87,3.3,1.39,1193.55,4
2002,6,13,13/06/02,16.72,3.27,1.4,1182.69,5
2002,6,14,14/06/02,16.74,3.3,1.31,1185.80,6
2002,6,17,17/06/02,16.8,3.32,1.31,1189.31,2
2002,6,18,18/06/02,16.58,3.28,1.33,1174.06,3
2002,6,19,19/06/02,16.4,3.24,1.35,1160.95,4
2002,6,20,20/06/02,15.86,3.24,1.36,1169.00,5
2002,6,21,21/06/02,15.75,3.22,1.31,1160.83,6
2002,6,24,24/06/02,15.74,3.22,1.32,1160.03,2
2002,6,25,25/06/02,15.64,3.2,1.32,1152.97,3
2002,6,26,26/06/02,15.48,3.17,1.35,1140.91,4
2002,6,27,27/06/02,15.56,3.18,1.35,1145.69,5
2002,6,28,28/06/02,15.73,3.2,1.34,1155.88,6
2002,7,1,01/07/02,15.9,2.67,2.01,1168.05,2
2002,7,2,02/07/02,15.88,2.66,2.01,1167.13,3
2002,7,3,03/07/02,15.91,2.67,2.01,1170.15,4
2002,7,4,04/07/02,15.92,2.67,2.01,1170.86,5
2002,7,5,05/07/02,15.97,2.68,2,1174.42,6
2002,7,8,08/07/02,16.09,2.7,1.99,1183.45,2
2002,7,9,09/07/02,16.07,2.69,1.99,1181.88,3
2002,7,10,10/07/02,15.94,2.67,2.01,1172.87,4
2002,7,11,11/07/02,15.71,2.64,2.03,1157.48,5
2002,7,12,12/07/02,15.74,2.64,2.03,1160.31,6
2002,7,15,15/07/02,15.59,2.61,2.05,1149.08,2
2002,7,16,16/07/02,15.41,2.58,2.08,1136.14,3
2002,7,17,17/07/02,15.36,2.58,2.08,1132.39,4
2002,7,18,18/07/02,15.49,2.6,2.06,1142.25,5
2002,7,19,19/07/02,15.41,2.58,2.08,1136.33,6
2002,7,22,22/07/02,15.05,2.52,2.12,1110.67,2
2002,7,23,23/07/02,15.2,2.55,2.1,1121.50,3
2002,7,24,24/07/02,14.93,2.5,2.14,1101.92,4
2002,7,25,25/07/02,14.9,2.5,2.15,1099.20,5
2002,7,26,26/07/02,14.48,2.43,2.21,1068.39,6
2002,7,29,29/07/02,14.45,2.42,2.21,1067.49,2
2002,7,30,30/07/02,14.29,2.4,2.24,1055.55,3
2002,7,31,31/07/02,14.26,2.39,2.24,1054.41,4
2002,8,1,01/08/02,14.24,2.39,2.25,1053.07,5
2002,8,2,02/08/02,14.2,2.38,2.25,1050.97,6
2002,8,5,05/08/02,14.33,2.4,2.23,1060.33,2
2002,8,6,06/08/02,14.38,2.41,2.22,1064.07,3
2002,8,7,07/08/02,14.41,2.42,2.22,1068.50,4
2002,8,8,08/08/02,14.19,2.88,2.17,1051.42,5
2002,8,9,09/08/02,14.31,2.9,2.15,1060.70,6
2002,8,12,12/08/02,14.43,2.93,2.13,1069.41,2
2002,8,13,13/08/02,14.52,2.95,2.12,1076.23,3
2002,8,14,14/08/02,14.43,2.93,2.16,1069.38,4
2002,8,16,16/08/02,14.57,2.96,2.16,1080.18,6
2002,8,19,19/08/02,14.58,2.96,2.16,1080.82,2
2002,8,20,20/08/02,14.71,2.99,2.14,1090.53,3
2002,8,21,21/08/02,14.71,2.98,2.14,1090.37,4
2002,8,22,22/08/02,14.66,2.98,2.04,1087.37,5
2002,8,23,23/08/02,14.81,3.01,2.02,1097.83,6
2002,8,26,26/08/02,14.86,3.02,1.98,1101.87,2
2002,8,27,27/08/02,14.7,2.99,2.01,1089.55,3
2002,8,28,28/08/02,14.67,2.98,2.01,1087.38,4
2002,8,29,29/08/02,14.69,2.99,2.02,1089.21,5
2002,8,30,30/08/02,15.04,3.06,1.95,1115.02,6
2002,9,2,02/09/02,15.08,3.07,1.95,1118.20,2
2002,9,3,03/09/02,14.9,3.03,1.97,1104.51,3
2002,9,4,04/09/02,14.98,3.05,1.94,1110.94,4
2002,9,5,05/09/02,15.01,3.05,1.97,1113.08,5
2002,9,6,06/09/02,14.81,3.01,1.96,1098.32,6
2002,9,9,09/09/02,14.86,3.02,1.84,1101.98,2
2002,9,11,11/09/02,14.86,3.02,1.84,1102.45,4
2002,9,12,12/09/02,14.9,2.5,2.15,1106.44,5
2002,9,13,13/09/02,14.76,2.48,2.17,1095.78,6
2002,9,16,16/09/02,14.67,2.46,2.18,1088.88,2
2002,9,17,17/09/02,14.8,2.48,2.16,1098.99,3
2002,9,18,18/09/02,14.63,2.45,2.18,1086.50,4
2002,9,19,19/09/02,14.52,2.44,2.2,1078.16,5
2002,9,20,20/09/02,14.43,2.42,2.22,1071.04,6
2002,9,23,23/09/02,14.44,2.42,2.21,1071.81,2
2002,9,24,24/09/02,14.38,2.41,2.22,1067.28,3
2002,9,25,25/09/02,14.43,2.42,2.22,1071.54,4
2002,9,26,26/09/02,14.43,2.42,2.22,1071.37,5
2002,9,27,27/09/02,14.53,2.44,2.2,1078.61,6
2002,9,30,30/09/02,14.33,2.4,2.23,1063.92,2
2002,10,1,01/10/02,14.21,2.38,2.25,1055.13,3
2002,10,3,03/10/02,14.11,2.37,2.27,1047.34,5
2002,10,4,04/10/02,14.11,2.37,2.27,1047.34,6
2002,10,7,07/10/02,14.21,2.38,2.25,1054.57,2
2002,10,8,08/10/02,14.3,2.4,2.24,1061.31,3
2002,10,9,09/10/02,14.21,2.38,2.25,1054.63,4
2002,10,10,10/10/02,14.22,2.38,2.25,1058.72,5
2002,10,11,11/10/02,14.4,2.42,2.22,1072.64,6
2002,10,14,14/10/02,14.42,2.42,2.22,1074.19,2
2002,10,16,16/10/02,14.44,2.42,2.21,1075.46,4
2002,10,17,17/10/02,14.44,2.42,2.21,1075.12,5
2002,10,18,18/10/02,14.41,2.42,2.22,1073.30,6
2002,10,21,21/10/02,14.35,2.41,2.23,1068.72,2
2002,10,22,22/10/02,14.28,2.39,2.24,1063.36,3
2002,10,23,23/10/02,14.2,2.38,2.25,1059.76,4
2002,10,24,24/10/02,14.05,2.36,2.28,1048.19,5
2002,10,25,25/10/02,13.83,2.32,2.31,1031.92,6
2002,10,28,28/10/02,14.03,2.35,2.28,1021.41,2
2002,10,29,29/10/02,14.25,2.39,2.24,1037.13,3
2002,10,30,30/10/02,14.26,2.39,2.24,1038.32,4
2002,10,31,31/10/02,14.47,2.43,2.21,1053.44,5
2002,11,1,01/11/02,14.47,2.43,2.21,1053.49,6
2002,11,4,04/11/02,14.63,2.45,2.19,1065.28,2
2002,11,5,05/11/02,14.63,2.45,2.19,1065.58,3
2002,11,7,07/11/02,14.61,2.45,2.19,1063.81,5
2002,11,8,08/11/02,14.55,2.44,2.2,1059.66,6
2002,11,11,11/11/02,14.51,2.43,2.2,1056.45,2
2002,11,12,12/11/02,14.6,2.45,2.19,1062.87,3
2002,11,13,13/11/02,14.64,2.46,2.18,1065.97,4
2002,11,14,14/11/02,14.78,2.48,2.16,1076.26,5
2002,11,15,15/11/02,15.06,2.53,2.12,1096.69,6
2002,11,18,18/11/02,15.16,2.54,2.11,1103.89,2
2002,11,20,20/11/02,15.23,2.55,2.1,1109.15,4
2002,11,21,21/11/02,15.34,2.57,2.08,1117.07,5
2002,11,22,22/11/02,13.84,2.23,2.57,1129.69,6
2002,11,25,25/11/02,13.92,2.24,2.55,1136.39,2
2002,11,26,26/11/02,14.05,2.27,2.53,1147.41,3
2002,11,27,27/11/02,13.98,2.26,2.54,1141.82,4
2002,11,28,28/11/02,14.24,2.3,2.5,1162.41,5
2002,11,29,29/11/02,14.24,2.3,2.49,1162.91,6
2002,12,2,02/12/02,14.48,2.34,2.45,1182.57,2
2002,12,3,03/12/02,14.31,2.31,2.48,1168.28,3
2002,12,4,04/12/02,14.06,2.27,2.53,1147.68,4
2002,12,5,05/12/02,14.19,2.29,2.5,1158.26,5
2002,12,6,06/12/02,14.51,2.34,2.45,1184.77,6
2002,12,9,09/12/02,14.36,2.32,2.47,1172.95,2
2002,12,10,10/12/02,14.43,2.33,2.46,1178.55,3
2002,12,11,11/12/02,14.51,2.34,2.45,1185.25,4
2002,12,12,12/12/02,14.61,2.36,2.43,1193.28,5
2002,12,13,13/12/02,14.73,2.38,2.41,1203.48,6
2002,12,16,16/12/02,14.63,2.36,2.43,1194.89,2
2002,12,17,17/12/02,14.56,2.35,2.44,1189.13,3
2002,12,18,18/12/02,14.62,2.36,2.43,1194.34,4
2002,12,19,19/12/02,14.59,2.35,2.43,1192.19,5
2002,12,20,20/12/02,14.64,2.36,2.43,1195.89,6
2002,12,23,23/12/02,14.59,2.35,2.43,1192.23,2
2002,12,24,24/12/02,14.72,2.37,2.41,1202.23,3
2002,12,26,26/12/02,14.85,2.39,2.39,1213.07,5
2002,12,27,27/12/02,14.9,2.4,2.39,1217.05,6
2002,12,30,30/12/02,14.81,2.39,2.4,1209.91,2
2002,12,31,31/12/02,14.83,2.39,2.4,1211.66,3
2003,1,1,01/01/03,14.92,2.41,2.38,1219.01,4
2003,1,2,02/01/03,14.82,2.39,2.4,1211.14,5
2003,1,3,03/01/03,14.78,2.38,2.4,1207.31,6
2003,1,6,06/01/03,14.71,2.37,2.42,1201.52,2
2003,1,7,07/01/03,14.67,2.37,2.42,1198.69,3
2003,1,8,08/01/03,14.77,2.38,2.41,1207.05,4
2003,1,9,09/01/03,14.88,2.4,2.39,1215.89,5
2003,1,10,10/01/03,14.65,2.36,2.43,1196.96,6
2003,1,13,13/01/03,14.56,2.35,2.44,1189.73,2
2003,1,14,14/01/03,14.63,2.36,2.43,1195.54,3
2003,1,15,15/01/03,14.72,2.37,2.41,1202.24,4
2003,1,16,16/01/03,14.76,2.38,2.41,1205.96,5
2003,1,17,17/01/03,14.74,2.38,2.41,1203.87,6
2003,1,20,20/01/03,14.6,2.35,2.43,1192.65,2
2003,1,21,21/01/03,14.62,2.36,2.43,1194.36,3
2003,1,22,22/01/03,14.69,2.37,2.42,1199.89,4
2003,1,23,23/01/03,14.52,2.34,2.45,1186.63,5
2003,1,24,24/01/03,14.32,2.31,2.48,1170.17,6
2003,1,27,27/01/03,14.07,2.27,2.52,1149.82,2
2003,1,28,28/01/03,14.19,2.29,2.5,1159.29,3
2003,1,29,29/01/03,14.07,2.27,2.53,1149.31,4
2003,1,30,30/01/03,14.03,2.26,2.53,1146.45,5
2003,1,31,31/01/03,14.13,2.28,2.51,1154.67,6
2003,2,3,03/02/03,14.31,2.31,2.48,1169.78,2
2003,2,4,04/02/03,14.31,2.31,2.48,1169.20,3
2003,2,5,05/02/03,14.21,2.29,2.5,1161.01,4
2003,2,6,06/02/03,14.42,2.33,2.46,1178.96,5
2003,2,7,07/02/03,14.34,2.31,2.48,1172.23,6
2003,2,10,10/02/03,14.22,2.29,2.5,1162.32,2
2003,2,11,11/02/03,14.21,2.29,2.5,1161.70,3
2003,2,12,12/02/03,14.17,2.28,2.51,1157.76,4
2003,2,14,14/02/03,14.05,2.27,2.53,1148.36,6
2003,2,17,17/02/03,14.35,2.31,2.48,1173.00,2
2003,2,18,18/02/03,14.37,2.32,2.47,1174.19,3
2003,2,19,19/02/03,14.43,2.33,2.46,1179.72,4
2003,2,20,20/02/03,14.45,2.33,2.46,1181.20,5
2003,2,21,21/02/03,14.46,2.33,2.46,1181.78,6
2003,2,24,24/02/03,14.51,2.34,2.45,1186.22,2
2003,2,25,25/02/03,14.32,2.31,2.48,1170.04,3
2003,2,26,26/02/03,14.24,2.3,2.5,1163.48,4
2003,2,27,27/02/03,14.28,2.3,2.49,1167.18,5
2003,2,28,28/02/03,14.42,2.33,2.46,1178.72,6
2003,3,3,03/03/03,14.36,2.32,2.47,1173.69,2
2003,3,4,04/03/03,14.24,2.3,2.5,1160.15,3
2003,3,5,05/03/03,14.16,2.28,2.51,1153.57,4
2003,3,6,06/03/03,14.03,2.26,2.53,1143.13,5
2003,3,7,07/03/03,13.84,2.23,2.57,1127.40,6
2003,3,10,10/03/03,13.7,2.21,2.59,1115.88,2
2003,3,11,11/03/03,13.81,2.23,2.57,1124.60,3
2003,3,12,12/03/03,13.63,2.2,2.61,1110.35,4
2003,3,13,13/03/03,13.6,2.19,2.61,1108.08,5
2003,3,17,17/03/03,13.51,2.18,2.63,1100.72,2
2003,3,19,19/03/03,13.71,2.2,2.85,1113.07,4
2003,3,20,20/03/03,14,2.25,2.79,1136.74,5
2003,3,21,21/03/03,14.08,2.26,2.78,1142.63,6
2003,3,22,22/03/03,14.17,2.28,2.76,1149.94,7
2003,3,24,24/03/03,13.85,2.23,2.83,1124.15,2
2003,3,25,25/03/03,13.81,2.22,2.83,1121.27,3
2003,3,26,26/03/03,13.85,2.23,2.83,1124.08,4
2003,3,27,27/03/03,13.69,2.2,2.86,1111.80,5
2003,3,28,28/03/03,13.67,2.2,2.86,1109.46,6
2003,3,31,31/03/03,13.36,2.15,2.93,1084.64,2
2003,4,1,01/04/03,13.44,2.16,2.91,1091.38,3
2003,4,2,02/04/03,13.65,2.19,2.87,1108.14,4
2003,4,3,03/04/03,13.78,2.22,2.84,1118.97,5
2003,4,4,04/04/03,13.89,2.23,2.82,1129.64,6
2003,4,7,07/04/03,14.09,2.26,2.78,1145.80,2
2003,4,8,08/04/03,13.91,2.24,2.81,1130.94,3
2003,4,9,09/04/03,13.73,2.21,2.85,1116.21,4
2003,4,10,10/04/03,13.14,2.11,2.98,1069.00,5
2003,4,11,11/04/03,12.97,2.09,3.02,1055.23,6
2003,4,15,15/04/03,12.99,2.09,3.01,1056.75,3
2003,4,16,16/04/03,13.09,2.1,2.99,1065.07,4
2003,4,17,17/04/03,12.85,2.07,3.04,1045.11,5
2003,4,21,21/04/03,12.94,2.08,3.02,1052.35,2
2003,4,22,22/04/03,12.89,2.07,3.04,1048.23,3
2003,4,23,23/04/03,12.76,2.05,3.07,1037.87,4
2003,4,24,24/04/03,12.7,2.04,3.08,1032.91,5
2003,4,25,25/04/03,12.63,2.03,3.1,1026.90,6
2003,4,28,28/04/03,12.7,2.04,3.08,1032.69,2
2003,4,29,29/04/03,12.73,2.05,3.07,1035.75,3
2003,4,30,30/04/03,13.14,2.11,2.98,1038.00,4
2003,5,2,02/05/03,10.86,2.02,3.17,1042.72,6
2003,5,5,05/05/03,10.94,2.04,3.15,1050.60,2
2003,5,6,06/05/03,11.02,2.05,3.12,1057.77,3
2003,5,7,07/05/03,11,2.05,3.13,1056.01,4
2003,5,8,08/05/03,10.9,2.03,3.16,1046.46,5
2003,5,9,09/05/03,10.86,2.02,3.17,1042.34,6
2003,5,12,12/05/03,10.84,2.02,3.18,1040.26,2
2003,5,13,13/05/03,10.93,2.03,3.15,1049.37,3
2003,5,14,14/05/03,11.02,2.05,3.12,1058.25,4
2003,5,15,15/05/03,11.11,2.07,3.1,1066.94,5
2003,5,16,16/05/03,11.26,2.1,3.06,1081.68,6
2003,5,19,19/05/03,11.19,2.08,3.08,1074.43,2
2003,5,20,20/05/03,11.25,2.09,3.06,1079.97,3
2003,5,21,21/05/03,11.21,2.09,3.07,1076.04,4
2003,5,22,22/05/03,11.15,2.08,3.09,1070.72,5
2003,5,23,23/05/03,11.2,2.09,3.07,1078.19,6
2003,5,26,26/05/03,11.37,2.12,3.03,1094.38,2
2003,5,27,27/05/03,11.47,2.13,3,1088.15,3
2003,5,28,28/05/03,11.31,2.1,3.04,1104.01,4
2003,5,29,29/05/03,11.61,2.16,2.97,1117.64,5
2003,5,30,30/05/03,11.65,2.17,2.95,1122.32,6
2003,6,2,02/06/03,11.59,2.19,2.93,1131.60,2
2003,6,3,03/06/03,11.54,2.18,2.94,1126.61,3
2003,6,4,04/06/03,11.66,2.2,2.91,1138.17,4
2003,6,5,05/06/03,11.82,2.23,2.87,1153.78,5
2003,6,6,06/06/03,11.95,2.25,2.84,1166.43,6
2003,6,9,09/06/03,12.01,2.27,2.83,1173.69,2
2003,6,10,10/06/03,11.85,2.24,2.87,1158.30,3
2003,6,11,11/06/03,11.92,2.25,2.85,1165.29,4
2003,6,12,12/06/03,12,2.27,2.83,1173.35,5
2003,6,13,13/06/03,12.06,2.28,2.82,1178.83,6
2003,6,16,16/06/03,12.01,2.27,2.83,1173.92,2
2003,6,17,17/06/03,12.35,2.33,2.75,1207.62,3
2003,6,18,18/06/03,12.41,2.34,2.74,1212.99,4
2003,6,19,19/06/03,12.47,2.35,2.72,1219.73,5
2003,6,20,20/06/03,12.56,2.37,2.7,1233.49,6
2003,6,23,23/06/03,12.44,2.35,2.73,1221.09,2
2003,6,24,24/06/03,12.39,2.34,2.74,1216.80,3
2003,6,25,25/06/03,12.64,2.38,2.69,1240.65,4
2003,6,26,26/06/03,12.75,2.41,2.66,1251.73,5
2003,6,27,27/06/03,12.85,2.42,2.64,1262.04,6
2003,6,30,30/06/03,12.95,2.44,2.62,1272.21,2
